id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1497986447244247054,1497980988495904768,2022-02-27 22:56:14 India Standard Time,2022-02-27,22:56:14,+0530,47585669,arsbbs,Rutoshi,,"@SantiagoAuFund Chinese yuan, Bitcoin, Rouble backed by gold, Indian Rupee or even a central bank digital rouble backed by gold.",en,[],[],[],0,0,1,[],[],https://twitter.com/ARSBBS/status/1497986447244247054,False,,0,,,,,,,,"[{'screen_name': 'SantiagoAuFund', 'name': 'Santiago Capital', 'id': '583517629'}]",,,,
1497978429278408712,1497978429278408712,2022-02-27 22:24:23 India Standard Time,2022-02-27,22:24:23,+0530,1667482723,siniamara56,محمدين الشهرانى,,Junction Soft payment Practical Steel Fantastic Creek digital asynchronous 1080p bandwidth-monitored Rupee,en,[],[],[],0,0,0,[],[],https://twitter.com/siniamara56/status/1497978429278408712,False,https://twitter.com/hilmahabsyie/status/1497978203985620992,0,,,,,,,,[],,,,
1497955862409007104,1497951515146739716,2022-02-27 20:54:42 India Standard Time,2022-02-27,20:54:42,+0530,1295565613,koronasucks,x,,"@Rollinsdr12 @GerberKawasaki Digital rupee, ruble, yuan for trading ? 🤔",en,[],[],[],1,0,0,[],[],https://twitter.com/Koronasucks/status/1497955862409007104,False,,0,,,,,,,,"[{'screen_name': 'Rollinsdr12', 'name': 'Daniel Rollins', 'id': '827358043989958656'}, {'screen_name': 'GerberKawasaki', 'name': 'Ross Gerber', 'id': '349249475'}]",,,,
1497924924324794375,1497895713539121152,2022-02-27 18:51:46 India Standard Time,2022-02-27,18:51:46,+0530,1228327605125795841,ketukumarparmar,Ketul Parmar ॐ #StayHome #ClimateActionNow,,"@humlogindia No problem, trade will continue in digital rupee",ca,[],[],[],0,0,0,[],[],https://twitter.com/KetuKumarParmar/status/1497924924324794375,False,,0,,,,,,,,"[{'screen_name': 'humlogindia', 'name': 'हम लोग We The People', 'id': '2898314810'}]",,,,
1497913581316325378,1497913581316325378,2022-02-27 18:06:42 India Standard Time,2022-02-27,18:06:42,+0530,1414906922923216900,cryptopivot1,Crypto Pivot,,A 30% Tax-On-Gain Likely For All Cryptocurrencies As India Prepares To Launch Digital Rupee #CryptoCurrencies #digital via  https://t.co/ao6AHTXK1d  https://t.co/UVene7pbx4,en,[],"['http://twinybots.ch', 'https://zycrypto.com/a-30-tax-on-gain-likely-for-all-cryptocurrencies-as-india-prepares-to-launch-digital-rupee/']",[],0,0,0,"['cryptocurrencies', 'digital']",[],https://twitter.com/CryptoPivot1/status/1497913581316325378,False,,0,,,,,,,,[],,,,
1497886883027685376,1497624318595198978,2022-02-27 16:20:36 India Standard Time,2022-02-27,16:20:36,+0530,4343635460,gypsy_nilima,Dr Nilima Srivastava,,@lut2u @Broufus Bitcoin vs digital Yuan vs Digital Rupee,in,[],[],[],0,0,1,[],[],https://twitter.com/gypsy_nilima/status/1497886883027685376,False,,0,,,,,,,,"[{'screen_name': 'lut2u', 'name': '😴 Sleeping Giant 😴', 'id': '15115669'}, {'screen_name': 'Broufus', 'name': 'Broufus', 'id': '284111090'}]",,,,
1497886548276228100,1497886548276228100,2022-02-27 16:19:17 India Standard Time,2022-02-27,16:19:17,+0530,1464504353914597379,soufianebensa,soufiane b,,India says it will tax cryptocurrency and create ‘digital rupee’  https://t.co/pIUs64fFjQ,en,[],['https://mybuzzmonitor.com/2022/02/27/crypto/india-says-it-will-tax-cryptocurrency-and-create-digital-rupee/'],[],1,0,0,[],[],https://twitter.com/soufianebensa/status/1497886548276228100,False,,0,,,,,,,,[],,,,
1497845377734643713,1497845377734643713,2022-02-27 13:35:41 India Standard Time,2022-02-27,13:35:41,+0530,748094143755333633,cfa_ind,Centre for Financial Accountability,,"Join us today to understand the Fintech Landscape of Blockchains, CryptoCurrency and the Digital Rupee   📢06:00 PM IST, Feb 27, 2022   Join Zoom Meeting  https://t.co/1fqXguRz1k  Meeting ID: 910 7533 6713 Passcode: Fintech  https://t.co/yNVdHe1fCn",en,[],['https://zoom.us/j/91075336713?pwd=K1o2MHhQdmVUT0JJeWx4djMyUmp3QT09'],['https://pbs.twimg.com/media/FMlpBjOVkAEUfy3.jpg'],0,0,2,[],[],https://twitter.com/cfa_ind/status/1497845377734643713,False,,1,https://pbs.twimg.com/media/FMlpBjOVkAEUfy3.jpg,,,,,,,[],,,,
1497824937410662400,1497724413302685698,2022-02-27 12:14:27 India Standard Time,2022-02-27,12:14:27,+0530,19667270,saubhy,black_swan,,@PeterZeihan Well there is always CBDC . China can settle with Russia in digital yuan and India has a digital rupee. Center of world has shifted a bit since 1950s . Europe needs to wake up I imagine,en,[],[],[],0,0,0,[],[],https://twitter.com/saubhy/status/1497824937410662400,False,,0,,,,,,,,"[{'screen_name': 'PeterZeihan', 'name': 'Peter Zeihan', 'id': '1688796138'}]",,,,
1497806223193878529,1497806223193878529,2022-02-27 11:00:06 India Standard Time,2022-02-27,11:00:06,+0530,255924292,techcircleindia,TechCircle,,RBI must address three key questions before digital rupee launch.  #RBI #digitalrupee @RBI @KwatraNikita @HAdarkar @theviksinha   https://t.co/3W3i74MWPT,en,"[{'screen_name': 'rbi', 'name': 'reservebankofindia', 'id': '478432912'}, {'screen_name': 'kwatranikita', 'name': 'nikita kwatra', 'id': '264646234'}, {'screen_name': 'hadarkar', 'name': 'hemant adarkar', 'id': '124233474'}, {'screen_name': 'theviksinha', 'name': 'vikram sinha', 'id': '144080462'}]",['https://bit.ly/3LYQcmc'],[],0,1,2,"['rbi', 'digitalrupee']",[],https://twitter.com/TechCircleIndia/status/1497806223193878529,False,,0,,,,,,,,[],,,,
1497805007579582466,1497784036407734277,2022-02-27 10:55:16 India Standard Time,2022-02-27,10:55:16,+0530,1079822065354530822,allmigh48938863,All Might,,@mickysood @deepakshenoy Digital rupee has nothing to do with moving out from US$. Get educated first. People tried to diversify with other currencies but those currencies are also US allies.,en,[],[],[],0,0,1,[],[],https://twitter.com/AllMigh48938863/status/1497805007579582466,False,,0,,,,,,,,"[{'screen_name': 'mickysood', 'name': 'Bassist चित्रकार 🚩', 'id': '401507052'}, {'screen_name': 'deepakshenoy', 'name': 'Deepak Shenoy', 'id': '8167022'}]",,,,
1497796755617767429,1497784036407734277,2022-02-27 10:22:28 India Standard Time,2022-02-27,10:22:28,+0530,401507052,mickysood,Bassist चित्रकार 🚩,,"@deepakshenoy With my limited knowledge about financial world, I would like to say that many countries knew that this will happen one day and they're trying to create alternates to US dollars.  RBI push for digital rupee is one such move. Blockchain(not crypto) can be the answer to US monopoly",en,[],[],[],1,0,8,[],[],https://twitter.com/mickysood/status/1497796755617767429,False,,0,,,,,,,,"[{'screen_name': 'deepakshenoy', 'name': 'Deepak Shenoy', 'id': '8167022'}]",,,,
